matricula,setor,nivel,idade,renda_mensal,horas_mes,produtividade,satisfacao,certificacao,data_admissao
VC4974,Societario,junior,32,N/A,196.7,106.81,null,-,2022-07-04
VC4684,Societario,pleno,56,6163.09,159.2,91.09,8.8,-,2018-07-10
VC4595,Auditoria,junior,36,5024.86,160.5,126.53,8.8,CNAI,2023-08-27
VC4465,Auditoria,pleno,43,2187.66,160.1,88.58,5.8,-,2024-12-01
VC5065,Auditoria,junior,41,4465.12,,79.36,8.2,-,2023-12-09
VC4319,Pessoal,junior,40,3227.24,174.7,97.77,7.1,-,2015-06-25
VC4765,Fiscal,junior,24,4115.37,180.9,94.03,5.1,-,2015-07-08
VC4669,Fiscal,pleno,42,5001.52,166.3,130.34,5.7,CRC,2015-05-23
VC4448,Societario,junior,31,4425.23,158.1,106.7,n/a,CRC,2019-04-21
VC4326,Fiscal,junior,19,8734.06,208.0,83.99,8.9,-,2022-10-25
VC4940,Pessoal,pleno,33,N/A,181.2,121.77,-,-,2022-03-09
VC4546,Fiscal,junior,38,6061.36,157.8,66.1,n/a,CRC,2019-12-19
VC4636,Pessoal,junior,38,1846.38,152.5,104.52,-,CRC,2023-05-27
VC4929,Pessoal,senior,30,4365.68,160.3,80.53,6.2,-,2021-10-17
VC5096,Fiscal,junior,44,1028.86,194.3,98.62,6.9,CNAI,2018-05-24
VC4445,Auditoria,pleno,49,14030.76,151.2,83.0,6.8,-,2024-03-17
VC4373,Societario,junior,37,6883.08,153.0,93.65,6.3,-,2017-01-26
VC4616,Contabil,junior,62,4025.27,171.3,97.65,5.7,-,2024-08-17
VC4818,Auditoria,junior,44,2489.44,161.3,86.46,7.3,CRC,2023-09-07
VC4744,Societario,junior,34,1667.25,164.2,105.53,6.4,CRC,2022-08-07
VC4367,Contabil,senior,45,2574.69,157.0,112.62,6.2,-,2015-07-02
VC4959,Auditoria,pleno,37,1114.23,,91.6,7.6,-,2021-03-25
VC4272,Pessoal,junior,34,1050.77,215.4,143.9,9.9,CNAI,2019-03-27
VC4309,Pessoal,pleno,36,4627.89,165.4,73.69,8.3,CNAI,2015-08-02
VC4742,Contabil,senior,36,3849.42,176.6,67.57,,-,2024-11-03
VC4338,Contabil,junior,36,5018.25,159.5,110.84,5.3,-,2021-05-28
VC4494,Societario,junior,44,6943.42,165.2,89.55,6.7,-,2023-11-22
VC4232,Pessoal,junior,29,1987.42,159.1,61.1,-,CRC,2022-08-16
VC5099,Pessoal,pleno,28,2025.41,176.4,113.28,9.3,-,2018-10-07
VC5032,Fiscal,junior,45,5879.61,214.6,87.52,9.8,CRC,2021-04-08
VC4603,Contabil,junior,48,3576.19,224.5,100.46,9.1,CRC,2016-10-24
VC4348,Auditoria,junior,47,3145.62,145.1,78.61,3.9,-,2019-01-01
VC4471,Auditoria,senior,25,4803.13,168.5,113.12,9.4,-,2018-12-08
VC4732,Pessoal,senior,40,4272.89,153.2,66.88,9.3,-,2019-02-21
VC5092,Fiscal,pleno,38,N/A,160.5,85.51,6.4,CNAI,2022-11-20
VC4548,Contabil,pleno,47,4392.13,193.2,93.47,7.4,CRC,2019-11-18
VC4876,Societario,junior,44,null,168.7,103.74,7.2,-,2021-08-21
VC4270,Societario,junior,44,-,152.3,109.53,8.6,-,2019-09-03
VC4873,Auditoria,senior,30,-,126.4,84.09,N/A,-,2018-07-28
VC4507,Societario,junior,39,5935.16,147.8,75.56,8.7,CNAI,2019-12-13
VC4235,Auditoria,junior,30,1780.89,141.0,77.31,7.1,-,2015-09-10
VC4834,Pessoal,junior,29,1285.23,211.3,95.98,6.2,CNAI,2022-11-13
VC4900,Contabil,pleno,36,1436.4,163.6,63.49,8.4,-,2016-04-26
VC4677,Contabil,junior,21,1122.81,162.2,103.92,7.6,CNAI,2015-05-21
VC5064,Fiscal,pleno,37,1864.17,165.2,88.76,10.0,CRC,2020-02-05
VC4332,Societario,senior,39,3523.12,160.4,68.05,,-,2021-03-18
VC4770,Pessoal,pleno,23,4199.13,157.9,116.64,N/A,-,2020-12-16
VC4238,Contabil,pleno,32,7013.84,153.7,117.32,7.9,CNAI,2018-07-24
VC4336,Pessoal,pleno,37,3898.7,160.3,112.55,7.6,-,2019-10-12
VC4485,Contabil,pleno,41,1296.29,191.1,101.51,9.1,-,2021-05-07
VC4852,Pessoal,junior,30,845.27,131.1,62.92,7.4,-,2015-08-24
VC4289,Auditoria,junior,44,N/A,138.6,91.05,9.4,-,2015-08-06
VC4666,Auditoria,senior,28,1712.25,182.3,110.57,10.0,-,2017-09-10
VC4307,Societario,senior,43,2529.43,166.8,109.97,9.9,-,2015-10-21
VC5047,Societario,senior,43,1409.07,199.4,112.69,7.0,-,2024-11-07
VC4833,Fiscal,junior,52,18836.21,185.1,90.45,2.1,-,2017-09-24
VC4522,Societario,senior,52,4124.35,184.8,95.0,9.5,CRC,2017-11-12
VC4657,Fiscal,junior,29,6014.55,159.7,120.49,8.6,-,2019-09-25
VC4500,Contabil,junior,52,,202.9,116.26,5.5,CRC,2024-06-21
VC4580,Contabil,junior,36,2616.99,148.3,82.03,8.1,CNAI,2018-03-02
VC4628,Fiscal,junior,33,1494.46,150.1,88.48,,-,2021-08-21
VC4688,Societario,junior,25,1922.19,130.8,83.01,7.1,CRC,2016-07-27
VC4525,Societario,pleno,40,7282.33,,123.03,6.8,-,2016-11-12
VC4660,Pessoal,junior,44,9321.17,163.3,117.3,7.3,CRC,2016-09-08
VC4427,Pessoal,senior,32,2782.12,168.0,74.86,5.9,-,2023-09-19
VC4991,Contabil,pleno,53,2901.35,164.0,94.91,6.9,-,2015-12-27
VC4884,Societario,senior,35,4500.83,192.7,109.05,7.8,-,2021-10-05
VC4458,Fiscal,junior,38,NA,,98.61,9.1,CNAI,2015-12-03
VC4268,Societario,junior,25,4676.55,161.2,126.42,4.6,-,2016-12-12
VC4695,Auditoria,junior,19,2205.27,171.9,95.74,7.8,-,2017-12-09
VC4647,Pessoal,senior,36,1814.8,191.4,101.58,5.9,-,2016-12-28
VC4596,Pessoal,junior,40,NA,,83.11,5.4,CNAI,2020-07-09
VC4838,Fiscal,senior,48,7894.0,190.4,136.09,N/A,-,2016-02-04
VC4464,Pessoal,senior,28,,168.1,98.21,4.8,CRC,2020-06-25
VC4874,Auditoria,junior,22,2780.18,150.8,83.65,NA,-,2018-12-19
VC4308,Contabil,junior,36,,155.6,118.14,n/a,CNAI,2020-05-21
VC4276,Fiscal,senior,35,N/A,175.8,94.54,6.6,CRC,2024-04-03
VC4980,Fiscal,junior,45,1625.8,185.6,80.35,8.0,CRC,2015-09-27
VC4741,Societario,senior,39,2150.17,219.8,115.73,7.2,CNAI,2022-07-16
VC4687,Societario,pleno,28,3953.24,196.3,123.37,8.0,CRC,2020-09-28
VC4970,Auditoria,junior,39,2959.69,174.4,97.74,7.5,CRC,2023-06-05
VC4902,Pessoal,pleno,50,-,214.2,93.19,7.9,-,2021-03-28
VC4571,Fiscal,junior,22,17213.32,162.5,96.3,8.8,-,2015-06-09
VC4733,Societario,senior,38,4246.44,150.8,68.45,4.7,-,2018-09-11
VC4987,Societario,pleno,24,1125.14,191.2,68.73,7.4,-,2017-04-11
VC4718,Contabil,junior,31,N/A,164.0,103.02,8.0,-,2017-08-25
VC4322,Auditoria,junior,37,1391.68,214.2,131.09,8.7,-,2019-01-09
VC4528,Pessoal,junior,42,NA,168.9,95.66,8.9,-,2021-06-17
VC4402,Contabil,pleno,43,5603.49,164.4,100.41,6.6,-,2016-10-20
VC4230,Contabil,pleno,23,7012.9,123.1,67.73,6.8,-,2024-01-03
VC4672,Auditoria,pleno,44,4986.65,146.2,81.5,8.3,-,2023-03-19
VC4451,Contabil,junior,33,NA,,90.18,5.5,-,2015-03-09
VC4844,Societario,pleno,48,3885.04,174.6,138.07,4.5,-,2019-01-11
VC4379,Fiscal,junior,38,969.76,149.8,100.26,8.6,-,2017-04-05
VC4354,Pessoal,pleno,34,2252.2,133.8,90.23,NA,-,2016-10-16
VC5090,Pessoal,junior,37,-,190.6,116.81,5.0,-,2022-05-06
VC4726,Contabil,pleno,40,13350.91,162.5,93.51,6.8,CNAI,2024-08-27
VC4532,Societario,pleno,28,7093.0,156.6,92.05,5.7,CRC,2021-05-04
VC4250,Fiscal,pleno,45,2880.53,174.8,108.59,,CNAI,2021-04-27
VC4500,Contabil,junior,52,,202.9,116.26,5.5,CRC,2024-06-21
VC4291,Auditoria,junior,44,3017.58,173.9,75.79,5.2,CRC,2019-04-12
VC5074,Fiscal,junior,46,4285.31,185.8,115.69,6.1,CNAI,2020-06-18
VC4823,Fiscal,junior,45,1639.26,152.5,90.56,3.6,-,2020-01-08
VC5070,Pessoal,pleno,38,3932.31,142.0,96.59,8.2,CNAI,2016-02-06
VC4513,Pessoal,junior,36,3177.44,151.2,89.51,5.5,CRC,2024-03-28
VC4938,Societario,pleno,35,2752.69,157.6,117.05,5.8,-,2016-10-21
VC4735,Pessoal,pleno,39,2647.25,161.8,110.55,6.7,CRC,2017-12-01
VC4523,Fiscal,junior,35,1577.99,171.4,122.2,9.2,CRC,2020-02-17
VC4606,Auditoria,junior,29,4197.18,173.5,108.82,6.8,CRC,2023-06-11
VC4517,Contabil,pleno,36,1597.92,174.3,112.4,6.4,-,2016-09-04
VC4918,Auditoria,junior,31,2060.69,155.5,76.38,8.2,CNAI,2024-07-15
VC4897,Fiscal,junior,37,3302.75,197.4,130.55,,CRC,2024-08-06
VC4933,Fiscal,junior,19,4240.45,138.2,53.76,9.3,CNAI,2019-06-03
VC4920,Contabil,junior,32,2246.7,177.6,79.9,6.8,-,2016-06-24
VC4547,Contabil,junior,52,N/A,166.9,114.93,8.6,CNAI,2015-06-25
VC4674,Auditoria,junior,42,3066.72,161.0,99.97,8.6,CRC,2016-03-17
VC4431,Fiscal,junior,31,6823.8,197.1,131.92,6.9,-,2019-05-21
VC4263,Fiscal,junior,27,2136.93,165.7,82.76,4.8,-,2016-11-08
VC4361,Societario,senior,41,2964.32,150.8,106.29,4.9,-,2022-03-04
VC5059,Pessoal,junior,32,3792.57,184.4,97.06,6.1,CRC,2017-10-15
VC4467,Fiscal,pleno,48,3733.52,141.8,103.64,n/a,CNAI,2016-10-27
VC4878,Societario,junior,37,2494.91,188.5,100.8,6.7,-,2017-02-15
VC5037,Fiscal,pleno,29,2188.25,135.3,59.89,6.1,CRC,2023-09-20
VC4409,Societario,senior,28,2924.9,182.3,95.48,8.0,CNAI,2021-06-04
VC4388,Auditoria,junior,42,3640.62,156.1,103.7,6.2,CRC,2020-09-28
VC4396,Contabil,junior,46,2504.55,153.2,135.71,6.2,-,2021-05-22
VC4829,Societario,senior,38,4957.42,155.7,72.01,6.3,CNAI,2017-06-22
VC4665,Pessoal,pleno,24,4306.51,211.2,97.29,9.0,CRC,2019-12-11
VC4907,Societario,junior,54,3208.24,210.2,126.52,null,-,2018-11-18
VC4935,Societario,junior,24,2296.48,156.6,117.9,4.4,CNAI,2017-12-17
VC4855,Auditoria,pleno,44,2832.09,170.1,98.0,n/a,-,2016-11-26
VC4416,Fiscal,junior,36,4452.67,196.8,94.6,6.6,-,2021-06-03
VC4497,Contabil,junior,36,3360.6,160.5,128.51,7.6,CNAI,2023-06-04
VC4725,Pessoal,pleno,37,8104.0,189.0,68.19,9.9,CRC,2023-07-25
VC4426,Pessoal,junior,29,n/a,163.8,84.61,-,-,2015-11-28
VC5088,Societario,junior,35,6399.11,,123.31,7.6,-,2017-02-26
VC4998,Auditoria,pleno,32,2107.02,134.7,86.29,null,CRC,2015-09-27
VC5038,Auditoria,pleno,33,2591.13,225.4,122.81,8.9,-,2016-12-02
VC4231,Contabil,pleno,33,2561.66,158.5,72.89,6.7,CNAI,2019-06-20
VC4258,Contabil,junior,52,5679.54,173.1,92.95,10.0,CRC,2016-09-15
VC4941,Pessoal,senior,32,2297.94,144.2,84.11,6.1,-,2024-03-14
VC4539,Societario,junior,52,2949.17,202.6,99.1,3.7,CRC,2021-10-21
VC4745,Contabil,pleno,29,2327.84,136.9,78.95,7.8,CRC,2015-10-28
VC5079,Pessoal,senior,40,N/A,153.9,84.55,N/A,CRC,2016-11-13
VC4633,Pessoal,pleno,35,4905.68,126.0,121.27,7.5,CRC,2015-10-17
VC5054,Auditoria,senior,52,1700.61,182.5,84.64,7.1,-,2015-04-11
VC5072,Societario,junior,51,2954.66,180.1,97.36,7.1,CRC,2021-05-21
VC4968,Auditoria,junior,53,4272.05,176.4,131.67,5.5,-,2021-11-03
VC4446,Pessoal,junior,38,7428.77,176.5,91.12,8.1,CRC,2022-12-18
VC4668,Auditoria,pleno,27,4885.82,156.6,81.81,6.6,-,2024-11-21
VC4849,Pessoal,pleno,36,1794.22,123.4,73.69,,-,2018-04-22
VC4310,Societario,junior,45,3765.53,154.6,42.81,5.6,CRC,2018-11-16
VC4420,Fiscal,junior,36,3394.7,145.0,102.61,7.0,-,2019-03-22
VC4796,Auditoria,pleno,42,2878.63,131.6,88.03,4.6,-,2016-04-19
VC4397,Pessoal,junior,47,11180.65,170.5,50.13,6.8,CRC,2019-12-19
VC4213,Societario,junior,29,2515.01,160.0,81.48,6.1,CRC,2023-10-26
VC4341,Fiscal,junior,33,3554.47,201.4,74.48,5.5,CNAI,2023-11-04
VC4645,Fiscal,pleno,31,2463.63,152.2,94.3,6.4,CNAI,2021-06-22
VC4778,Societario,pleno,50,3006.29,169.8,108.62,7.5,CRC,2015-02-06
VC5033,Fiscal,senior,27,1321.43,181.6,121.0,9.4,-,2021-05-02
VC4879,Societario,junior,40,3690.51,166.7,97.29,6.0,-,2015-11-08
VC4295,Societario,junior,44,2218.92,185.9,90.79,7.7,-,2018-02-19
VC4837,Auditoria,junior,45,3418.89,194.0,75.61,8.4,-,2016-12-01
VC4436,Fiscal,pleno,46,3561.98,115.8,98.45,7.2,-,2018-07-19
VC5058,Fiscal,pleno,47,12756.09,179.1,77.93,5.8,CNAI,2019-01-23
VC4679,Societario,pleno,35,5506.32,167.9,91.57,4.8,CRC,2015-04-13
VC5023,Auditoria,pleno,32,4241.44,136.8,60.42,9.5,CRC,2020-06-20
VC4663,Societario,pleno,37,1764.61,147.3,82.96,8.2,-,2020-12-17
VC4924,Pessoal,junior,40,3901.32,155.0,124.96,7.5,CNAI,2024-09-02
VC5012,Fiscal,senior,36,7221.64,176.9,110.24,7.7,-,2019-09-12
VC4395,Societario,pleno,45,4411.55,121.9,45.15,8.8,CNAI,2023-02-21
VC4355,Auditoria,junior,35,2914.34,181.1,107.31,5.4,CNAI,2022-07-22
VC4800,Contabil,pleno,22,1863.01,142.0,63.8,null,CNAI,2015-04-02
VC4267,Contabil,junior,49,3501.77,212.7,116.45,6.5,-,2023-07-11
VC4296,Auditoria,senior,26,6408.65,162.7,113.5,5.7,CNAI,2024-07-25
VC4683,Pessoal,senior,38,1958.78,153.3,106.12,4.7,-,2016-04-22
VC5021,Fiscal,junior,31,5204.57,159.0,99.97,5.6,-,2023-07-01
VC4273,Societario,senior,37,5159.46,172.5,82.82,8.2,-,2021-03-18
VC5016,Societario,junior,39,3819.18,170.6,110.5,5.1,CRC,2020-06-16
VC4518,Pessoal,junior,30,2267.72,189.8,80.39,8.6,CNAI,2022-08-18
VC4434,Pessoal,senior,57,2435.61,175.7,106.06,8.5,CNAI,2022-04-20
VC4217,Societario,junior,34,4761.99,217.3,96.19,6.6,-,2020-01-15
VC4934,Societario,pleno,41,5915.59,157.0,108.15,7.6,CNAI,2015-06-14
VC4502,Fiscal,junior,37,2719.47,190.9,114.26,N/A,-,2020-10-09
VC4594,Societario,junior,46,7168.94,152.9,63.97,7.2,-,2022-02-05
VC4632,Societario,junior,30,7295.67,165.1,101.0,NA,CRC,2019-02-10
VC4909,Societario,junior,45,2461.52,118.6,90.31,8.8,-,2016-11-07
VC4357,Fiscal,senior,30,2317.36,164.6,124.96,7.4,CNAI,2021-01-23
VC4969,Societario,junior,32,3944.47,187.4,128.53,5.6,-,2019-06-06
VC4252,Auditoria,junior,39,4095.34,168.2,99.66,8.2,-,2021-03-02
VC5024,Auditoria,senior,43,1081.85,166.8,94.47,NA,-,2018-01-08
VC4773,Pessoal,junior,19,7560.47,196.5,97.63,7.1,-,2015-10-15
VC4819,Auditoria,pleno,54,2572.52,175.4,117.01,8.3,-,2024-06-24
VC4392,Contabil,senior,47,2205.02,171.3,48.36,7.7,-,2021-11-12
VC4344,Auditoria,pleno,32,NA,158.8,116.62,null,CRC,2016-02-10
VC4703,Societario,junior,51,1427.8,163.2,138.61,9.9,-,2022-11-21
VC4713,Contabil,pleno,37,3025.12,126.3,99.32,9.6,CRC,2020-04-25
VC4549,Societario,junior,29,942.26,139.6,91.97,7.7,-,2015-12-02
VC4536,Societario,pleno,50,1568.7,182.2,113.86,7.5,CNAI,2016-11-06
VC4946,Societario,pleno,51,2671.09,168.4,57.3,5.7,-,2021-07-03
VC5010,Auditoria,pleno,24,3920.2,,60.34,NA,-,2015-12-24
VC4334,Pessoal,junior,50,9565.63,171.0,95.76,6.3,-,2024-04-01
VC4469,Fiscal,junior,37,2966.02,129.9,97.44,6.9,-,2016-08-23
VC4913,Societario,junior,42,3078.23,120.9,80.59,6.9,CNAI,2024-05-02
VC4253,Pessoal,senior,43,5924.21,194.3,89.3,9.4,-,2023-07-27
VC4839,Societario,senior,24,1867.81,204.6,112.65,4.0,-,2021-01-06
VC4264,Societario,junior,32,5246.79,189.7,114.33,9.6,-,2016-03-23
VC4293,Auditoria,pleno,48,3332.72,199.0,104.55,8.6,CNAI,2023-01-03
VC5093,Contabil,pleno,46,1927.3,182.7,158.92,7.9,CNAI,2021-06-24
VC4366,Pessoal,pleno,21,5499.44,154.0,48.61,6.4,-,2015-11-14
VC4470,Contabil,senior,38,3704.52,170.4,105.93,8.7,-,2020-09-09
VC4285,Societario,senior,27,3367.92,116.8,85.22,8.0,-,2018-04-11
VC4256,Contabil,junior,37,12695.3,179.1,83.42,9.4,CRC,2023-01-11
VC4541,Fiscal,senior,43,2986.57,174.1,95.8,,-,2024-12-13
VC4464,Pessoal,senior,28,,168.1,98.21,4.8,CRC,2020-06-25
VC4690,Pessoal,junior,46,2456.82,158.9,103.26,8.0,CRC,2019-11-01
VC4965,Fiscal,senior,47,4554.65,162.3,100.35,7.3,-,2017-01-09
VC4627,Auditoria,junior,28,3226.44,165.4,90.5,7.9,-,2021-04-17
VC4498,Auditoria,junior,36,NA,167.7,76.48,null,CNAI,2022-09-01
VC4527,Societario,junior,29,2510.42,106.0,68.12,7.4,-,2023-01-27
VC4557,Pessoal,pleno,38,11107.98,180.4,102.37,8.2,CNAI,2021-07-22
VC4734,Fiscal,junior,25,,204.5,111.81,8.5,CRC,2019-11-20
VC4275,Contabil,junior,45,6168.88,146.0,87.79,N/A,CRC,2019-01-21
VC4543,Contabil,junior,36,8057.55,183.7,81.56,-,-,2023-02-03
VC4681,Contabil,junior,38,1091.24,170.8,95.25,6.7,CRC,2017-10-28
VC4352,Pessoal,pleno,33,6834.7,176.1,95.03,7.7,-,2016-04-16
VC4403,Pessoal,pleno,46,null,148.4,70.63,3.8,CNAI,2017-06-10
VC4290,Contabil,junior,38,N/A,200.6,142.0,8.0,CRC,2019-06-11
VC4284,Societario,junior,36,,162.2,107.27,6.3,-,2022-09-27
VC4316,Auditoria,junior,40,4467.13,175.1,86.19,7.6,CRC,2020-04-16
VC4224,Auditoria,junior,39,6437.93,155.4,92.29,,-,2015-03-14
VC4219,Pessoal,junior,26,1125.93,150.0,90.37,6.4,CNAI,2021-07-28
VC4442,Fiscal,junior,37,4338.05,151.4,83.96,8.2,-,2015-07-06
VC5004,Societario,junior,44,2788.77,171.1,127.83,6.5,-,2021-04-22
VC4928,Contabil,pleno,21,9160.31,212.7,95.55,null,CNAI,2016-03-05
VC4471,Auditoria,senior,25,4803.13,168.5,113.12,9.4,-,2018-12-08
VC4378,Fiscal,senior,41,8175.56,169.0,85.28,n/a,-,2024-02-07
VC4435,Fiscal,junior,25,1206.3,153.6,88.62,6.4,CRC,2024-06-10
VC4230,Contabil,pleno,23,7012.9,123.1,67.73,6.8,-,2024-01-03
VC5027,Societario,pleno,47,2393.17,191.7,112.41,6.9,-,2015-08-06
VC4454,Auditoria,junior,27,3519.93,200.0,110.28,8.9,-,2015-01-14
VC4912,Pessoal,pleno,36,2930.44,158.8,84.53,5.0,-,2016-04-05
VC4287,Contabil,junior,34,3677.1,179.9,81.66,6.1,-,2021-03-02
VC4377,Fiscal,junior,33,1509.02,160.6,108.13,6.1,-,2020-03-14
VC5057,Contabil,pleno,33,,191.1,87.9,8.7,-,2018-07-17
VC4204,Auditoria,senior,34,5470.41,149.1,78.26,6.6,-,2024-07-02
VC5017,Contabil,senior,26,2193.36,164.5,66.71,4.8,-,2024-05-17
VC4271,Fiscal,senior,19,6406.16,161.0,117.25,10.0,CNAI,2016-02-09
VC4229,Fiscal,junior,39,1697.8,180.5,111.34,8.8,CRC,2016-01-19
VC4478,Contabil,senior,40,3023.62,181.2,107.81,6.3,-,2023-12-11
VC4774,Fiscal,pleno,42,2167.78,184.6,114.1,8.5,-,2016-02-26
VC4943,Auditoria,pleno,38,12051.88,147.3,78.15,5.8,CRC,2016-05-25
VC4622,Societario,pleno,34,4195.35,200.5,99.32,6.6,-,2024-09-02
VC4747,Auditoria,pleno,33,5489.38,177.0,82.78,8.2,-,2016-08-01
